L1_Eligibility ,Decision,Notes,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
1,clear,,6HNCBANS,journalArticle,2022,"Geske, J.",The value of energy efficiency in residential buildings – a matter of heterogeneity?!,Energy Economics,,,10.1016/j.eneco.2022.106173,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135926131&doi=10.1016%2fj.eneco.2022.106173&partnerID=40&md5=9818f98fe12010390bf3987ec50e8b94,,2022,18/03/2023 17:44,18/03/2023 18:04,,,,,113,,,,,,,,,,,,,Scopus,,,,,,,,Energy: Demand and Supply; Energy: Government Policy Q48; Housing Supply and Markets R31; Prices Q41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not Europe,USA,GCH7CF3F,journalArticle,2017,"Pride, Dominique J.; Little, Joseph M.; Mueller-Stoffels, Marc",The Value of Energy Efficiency in the Anchorage Residential Property Market,Journal of Sustainable Real Estate,,19498276,,https://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1918020&site=ehost-live,"The residential sector is a significant source of carbon dioxide emissions. Improving the energy efficiency of the housing stock can reduce carbon emissions and increase property values. In this paper, we examine whether residential energy efficiency improvements are capitalized into home prices in Anchorage, Alaska. The impact of a residential energy efficiency program on single-family house prices is estimated using both a hedonic pricing framework and a difference-in-differences estimator. The results indicate that participating homes sell for a premium of 4.2% compared to similar properties that did not participate in the program.",2017,18/03/2023 17:46,18/03/2023 17:46,,172-194,,1,9,,Journal of Sustainable Real Estate,,,,,,,,,,,EconLit,,EBSCOhost,,,,,,Climate; Energy: Demand and Supply; Global Warming Q54; Housing Supply and Markets R31; Natural Disasters and Their Management; Prices Q41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,,XBPW43HT,journalArticle,2018,"Morano, P.; Tajani, F.; Di Liddo, F.; Guarnaccia, C.",The value of the energy retrofit in the Italian housing market: Two case-studies compared,WSEAS Transactions on Business and Economics,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047602629&partnerID=40&md5=77c42183bf67ac5e11b0eef9972cd7ae,,2018,18/03/2023 17:44,18/03/2023 18:04,,249-258,,,15,,,,,,,,,,,,,Scopus,,,,,,,,Alternative Energy Sources Q42; Energy: Demand and Supply; Energy: Government Policy Q48; Housing Supply and Markets R31; Industry Studies: Utilities and Transportation: Government Policy L98; Prices Q41; Production Analysis and Firm Location: Government Policy R38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,price effect?,MXXPIU3N,journalArticle,2010,"van der Maaten, Emiel","Uncertainty, Real Option Valuation, and Policies toward a Sustainable Built Environment",Journal of Sustainable Real Estate,,19498276,,https://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1152872&site=ehost-live,"Real option value can severely hinder investments in energy conservation in real estate. This paper evaluates whether policy incentives to invest now, instead of tomorrow can be tailored to compensate for any option value to defer. A case study reviews a Dutch government subsidy program with the Cox, Ross, and Rubinstein (1979) binomial method. Based on market priced risk, the subsidy properly compensates investors for the real option value they forgo by exercising the option and investing in a solar hot water system. A survey amongst homeowners reveals that private risks are an important part of the perceived uncertainty when investing in energy efficiency and should be included in the model. A practitioners' method is proposed that uses a binomial real option model to design policy incentives and surveys to assess the relevant uncertainties to include in the model. The results displayed in strategy spaces makes intuitive decisions possible.",2010,18/03/2023 17:46,18/03/2023 17:46,,161-181,,1,2,,Journal of Sustainable Real Estate,,,,,,,,,,,EconLit,,EBSCOhost,,,,,,Biodiversity Conservation; Bioeconomics; Capacity G31; Capital Budgeting; Ecological Economics: Ecosystem Services; Energy: Demand and Supply; Fixed Investment and Inventory Studies; Industrial Ecology Q57; Nonagricultural and Nonresidential Real Estate Markets R33; Prices Q41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,conference but useful methodology,QJ3U3SUU,book,2022,"Copiello, S.; Donati, E.",Unraveling the Role Played by Energy Rating Bands in Shaping Property Prices Using a Multi-criteria Optimization Approach: The Case Study of Padua’s Housing Market,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135883342&doi=10.1007%2f978-3-031-10562-3_42&partnerID=40&md5=eb9121b43ed3262cf704cd5cf999d073,,2022,18/03/2023 17:44,18/03/2023 17:44,,,600,,13378 LNCS,,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,L8FAMHBZ,journalArticle,2024,"Micelli, E.; Giliberto, G.; Righetto, E.; Tafuri, G.",Urban Disparities in Energy Performance Premium Prices: Towards an Unjust Transition?,Land,,,10.3390/land13020224,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185936215&doi=10.3390%2fland13020224&partnerID=40&md5=92005fb288c473f5424760894c7fa25a,"In recent years, numerous studies have explored how energy and environmental performance impact property values. Superior energy efficiency is the basis for value disparities in real estate markets. However, measurements of these variations vary significantly. This research aims to investigate the relationship between market size and vitality and market value differences. This has significant implications for the nature of the energy transition, potentially determining fairness or inequality. The study considers the real estate market in six Italian cities: three metropolitan (Milan, Turin, and Florence) and three medium-sized cities (Padua, Mestre, and Bergamo). The sample includes 2935 properties. In metropolitan cities, hedonic pricing models confirm the relevance of energy performance in market value formation, highlighting a potential depreciation in property values by up to 30% between properties belonging to the highest energy class (A) compared to the lowest (G), and 14% between class D and G. Such premium gaps are halved in medium-sized cities. Conclusions foresee a scenario of socially and economically unjust transition that must be considered in policies aimed at improving the energy efficiency of existing buildings, with a specific concern for the nature and characteristics of the real estate markets involved. © 2024 by the authors.",2024,02/05/2024 10:51,02/05/2024 11:03,,,,2,13,,,,,,,,,,,,,Scopus,,,,,,,,Bergamo; built environment; energy efficiency; energy market; energy resource; energy transition; Firenze [Tuscany]; Florence [Firenze]; hedonic prices; Italy; Lombardy; Milan [Milano]; Milano [Lombardy]; Padova; Padua; performance assessment; Piedmont [Italy]; price dynamics; real estate market; Torino [Piedmont]; Turin; Tuscany; unjust transition; urban development; Veneto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure; might be wider literature,investment,6BH836FE,journalArticle,2015,"Michelsen, Claus; Neuhoff, Karsten; Schopp, Anne",Using Equity Capital to Unlock Investment in Building Energy Efficiency?,DIW Economic Bulletin,,21927219,,https://search.ebscohost.com/login.aspx?direct=true&db=bsu&AN=102769057&site=ehost-live,"The energy transition will require considerable increases in energy efficiency, particularly in residential buildings. Financial support mechanisms, information and advice programs and dedicated training and certification of craftsmen are already in place to stimulate energy efficiency investment. Nevertheless, the required annual rate of thermal building refurbishment of around two percent is so far not achieved. For some real estate owners this may be explained by a investment horizon that is shorter than lifetime and repayment period of energy efficiency investment projects. The reluctance may also be due to an inadequate risk assessment by investors. Alternative financing approaches that rely mainly on the principle of coupling the revenues of the investment to actual energy cost savings and the increased involvement of equity capital might in such instances contribute to increasing investment activity. Particularly, in the current phase of low interest rates, there is more investment pressure on institutional investors whose willingness to participate in energy efficiency projects is likely to have increased substantially. Experience in other countries has however moderated expectations of being able to trigger greater short-term stimuli with innovative financial instruments. Nevertheless, given the challenges of the energy transition, further investigation of innovative financial concepts also based on equity funding seems warranted. [ABSTRACT FROM AUTHOR]",06/05/2015,18/03/2023 17:46,18/03/2023 17:46,,259-265,,19,5,,DIW Economic Bulletin,,,,,,,,,,,Business Source Ultimate,,EBSCOhost,,Publisher: DIW Berlin,,,,Financial instruments; Investors; Project management; Residential real estate; Risk management in business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,G6TFYFJZ,journalArticle,2020,"Khazal, A.; Sønstebø, O.J.",Valuation of energy performance certificates in the rental market – Professionals vs. nonprofessionals,Energy Policy,,,10.1016/j.enpol.2020.111830,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090331428&doi=10.1016%2fj.enpol.2020.111830&partnerID=40&md5=7ef6ba53a4cd7c1382bd97b55f7342fa,,2020,18/03/2023 17:44,18/03/2023 18:05,,,,,147,,,,,,,,,,,,,Scopus,,,,,,,,Climate; Consumer Economics: Empirical Analysis D12; Energy: Demand and Supply; Energy: Government Policy Q48; Environmental Economics: Government Policy Q58; Global Warming Q54; Housing Supply and Markets R31; Natural Disasters and Their Management; Prices Q41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,epc and price effect?,3N4SYXR2,journalArticle,2018,"Bottero, M.; Bravi, M.; Dell’Anna, F.; Mondini, G.",Valuing buildings energy efficiency through Hedonic Prices Method: Are spatial effects relevant?,Valori e Valutazioni,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056755105&partnerID=40&md5=eabc333e8f60692aac37b80952bedb52,,2018,18/03/2023 17:44,18/03/2023 17:44,,27-39,,21,2018,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,,KFWIA634,journalArticle,2021,"Pommeranz Carolin; Steininger, Bertram I",What Drives the Premium for Energy-Efficient Apartments – Green Awareness or Purchasing Power?,Journal of Real Estate Finance and Economics,,8955638,,http://ezproxy.lib.gla.ac.uk/login?url=https://www.proquest.com/docview/2485326648?accountid=14540&bdid=29235&_bd=cX0dD0pLaKw%2Fr0TWrhD7aQy%2BTBY%3D,"We analyze whether lower rents for energy-inefficient apartments reflect tenants’ willingness to pay due to a higher green awareness, purchasing power, or energy consumption costs. Based on a German rental apartment dataset from Q1 2007 to Q1 2019, we use interaction terms for socioeconomic characteristics in a hedonic regression model. We find that rents are lower for apartments with higher energy consumption, even in neighborhoods with lower levels of green awareness. This relationship is stronger in neighborhoods with higher purchasing power, such that communities with low levels of green awareness and high purchasing power show the steepest negative slope for increasing energy consumption (−8.6% from the highest to lowest rating). Thus, the rent-decreasing effect of purchasing power is higher than that of green awareness. Splitting the entire period into smaller windows, we find that the interaction effect of green awareness has emerged in the most recent years (2017–2019). This may be driven by changes in regulation, which have made it easier for tenants to assess the energy consumption before they rent, or by a general increase in green awareness over this period.",2021-02,18/03/2023 17:45,18/03/2023 17:45,,220-241,,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,46HBE4WX,journalArticle,2023,"Ruggeri, A.G.; Gabrielli, L.; Scarpa, M.; Marella, G.",What Is the Impact of the Energy Class on Market Value Assessments of Residential Buildings? An Analysis throughout Northern Italy Based on Extensive Data Mining and Artificial Intelligence,Buildings,,,10.3390/buildings13122994,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180556080&doi=10.3390%2fbuildings13122994&partnerID=40&md5=f2082521b66dc903ebc5439f8e606152,"Regarding environmental sustainability and market pricing, the energy class is an increasingly more decisive characteristic in the real estate sector. For this reason, a great deal of attention is now devoted to exploring new technologies, energy consumption forecasting tools, intelligent platforms, site management devices, optimised procedures, software, and guidelines. New investments and smart possibilities are currently the object of different research in energy efficiency in building stocks to reach widespread ZEB standards as soon as possible. In this light, this work focuses on analysing 13 cities in Northern Italy to understand the impact of energy class on market values. An extensive data-mining process collects information about 13,093 properties in Lombardia, Piemonte, Emilia Romagna, Friuli Venezia-Giulia, Veneto, and Trentino alto Adige. Then, a feature importance analysis and a machine learning forecasting tool help understand the influence of energy class on market prices today. © 2023 by the authors.",2023,02/05/2024 10:51,02/05/2024 11:03,,,,12,13,,,,,,,,,,,,,Scopus,,,,,,,,appraisal; Appraisal; Assessment technique; buildings; Commerce; Data mining; energy class; Energy class; Energy efficiency; Energy utilization; feature selection; Feature Selection; Features selection; Investments; machine learning; Machine-learning; market value; Market values; Multi-parametric assessment technique; multi-parametric assessment techniques; Northern Italy; property valuation; Property valuation; real estate; Real-estates; Sustainable development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,house price effect?,STH39WSW,conferencePaper,2019,"Hünecke, K.; Braungardt, S.; Schumacher, K.; Thema, J.; Adisorn, T.; Lütkehaus, H.; Tholen, L.",What role do transaction costs play in energy efficiency improvements and how can they be reduced?,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085180103&partnerID=40&md5=d3dde75e2c5e95ea428c790e48a04cd4,,2019,18/03/2023 17:44,18/03/2023 17:44,,675-684,,,2019-June,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eceee Summer Study Proceedings,,,,,,,,,,,,,,,
1,not sure,epc?,BRK4LLHM,book,2022,"De Ruggiero, M.; Salvo, F.; Tavano, D.; Zinno, R.",When Green Turns into Value,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139001705&doi=10.1007%2f978-3-031-12814-1_17&partnerID=40&md5=dcdacecc5039807901cd2acdf3760f94,,2022,18/03/2023 17:44,18/03/2023 17:44,,,279,,,,,,Green Energy and Technology,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
